RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název - NÁZEV ŠKOLY DO DATABÁZE (pro generování adresy na obálky);NÁZEV DO ROLOVACÍHO VÝBĚRU;ULICE + POPISNÉ ČÍSLO DO DATABÁZE;Ulice;č.p.;č.or.;č.obce;PSČ;Město + č.p. u malých obcí bez ulic - DO ADRESY;Město (SLOUPEC ZACHOVÁN KVŮLI VZORCŮM);Telefon;Fax;Email 1;Email 2;WWW;ID datové schránky;Ředitel;X;je OVM;
600014533; 00559148;7;CZ0645;6210;Klvaňovo gymnázium a střední zdravotnická škola Kyjov, příspěvková organizace;Klvaňovo gymnázium a SZdrŠ;Kyjov – Klvaňovo gymnázium a SZdrŠ;třída Komenského 549/23;třída Komenského;549;23;Kyjov;69701;Kyjov;Kyjov;518 612 778;518 612 778;gymkyjov@gymkyjov.cz;soukalova@gymkyjov.cz;www.gymkyjov.cz;5ukxdmu;Mgr. Renáta Soukalová;C00L11;ANO;
600013057; 49314653;7;CZ0534;5306;Gymnázium Lanškroun;Gymnázium Lanškroun;Lanškroun – Gymnázium Lanškroun;nám. J. M. Marků 113;nám. J. M. Marků;113;;Lanškroun-Vnitřní Město;56301;Lanškroun;Lanškroun;465 321 070;465 321 070;info@gymla.cz;;http://www.gymla.cz;;RNDr. Věra Šverclová;C00;ANO;
600011534; 60126647;7;CZ0631;6111;Gymnázium, Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou;Gymnázium, SOŠ a VOŠ;Ledeč nad Sázavou – Gymnázium, SOŠ a VOŠ;Husovo náměstí 1;Husovo náměstí;1;;Ledeč nad Sázavou;58401;Ledeč nad Sázavou;Ledeč nad Sázavou;569 430 500;569 430 503;sekretariat@gvi.cz;;http://www.gvi.cz;;Mgr. Ivana Vitisková;C00E00H22L11L13;ANO;
600013120; 25257340;5;CZ0534;5315;Letohradské soukromé gymnázium o.p.s.;Letohradské soukromé gymnázium o.p.s.;Letohrad – Letohradské soukromé gymnázium o.p.s.;Václavské náměstí 1;Václavské náměstí;1;;Letohrad;56151;Letohrad;Letohrad;465 622 249;465 622 249;lsg@lsg.cz;martin.pechacek@lsg.cz;http://www.lsg.cz;g8g655n;Mgr. Vratislav Šembera;C00;ANO;
600010538; 46708812;5;CZ0513;5105;Doctrina - Podještědské gymnázium, s.r.o.;Doctrina- Podještědské gymnázium, s.r.o.;Liberec – Doctrina- Podještědské gymnázium, s.r.o.;Sokolovská 328/17;Sokolovská;328;17;Liberec XIII-Nové Pavlovice;46001;Liberec;Liberec;485 123 556;není;jansa@doctrina.cz;sumova@doctrina.cz;http://www.gdoctrina.cz;encrwqw;PaedDr. Jaroslava Šiftová;C00;ANO;
600010589; 46748075;7;CZ0513;5105;Gymnázium a Střední odborná škola pedagogická, Liberec, Jeronýmova 425/27, příspěvková organizace;G a SOŠ pedag.,příspěvková organizace;Liberec – G a SOŠ pedag.,příspěvková organizace;Jeronýmova 425/27;Jeronýmova;425;27;Liberec VII-Horní Růžodol;46007;Liberec;Liberec;482 771 326;482 771 329;stastnyj@jergym.cz;vydra@jergym.cz;www.jergym.cz;em7kkfb;Mgr. Jaroslav Šťastný;C00;ANO;
600010554; 46748016;7;CZ0513;5105;Gymnázium F. X. Šaldy, Liberec 11, Partyzánská 530, příspěvková organizace;Gymn.F.X.Šaldy, příspěvková organizace;Liberec – Gymn.F.X.Šaldy, příspěvková organizace;Partyzánská 530/3;Partyzánská;530;3;Liberec XI-Růžodol I;46001;Liberec;Liberec;482 429 841;485 103 880;sekretariat@gfxs.cz;jana.suchomelova@gfxs.cz;www.gfxs.cz;8z2kkfv;Mgr. Václav Ulvr;C00;ANO;
600170594; 00671274;7;CZ0513;5105;Střední škola a Mateřská škola, Liberec, Na Bojišti 15, příspěvková organizace;SŠ a MŠ, příspěvková organizace;Liberec – SŠ a MŠ, příspěvková organizace Na Bojišti;Na Bojišti 759/15;Na Bojišti;759;15;Liberec III-Jeřáb;46007;Liberec;Liberec;485 151 099;485 151 099;info@ssams.cz;krabs.zdenek@ssams.cz;www.ssams.cz;7mnk8xe;Ing. Zdeněk Krabs, Ph.D.;A00C00G40L13;ANO;
600017923; 63701219;2;CZ0714;7104;Gymnázium, Lipník nad Bečvou, Komenského sady 62, příspěvková organizace;Gymnázium;Lipník nad Bečvou – Gymnázium Komenského sady;Komenského sady 62/2;Komenského sady;62;2;Lipník nad Bečvou I-Město;75131;Lipník nad Bečvou;Lipník nad Bečvou;581 705 321;581 705 329;gym@glnb.cz;info@glnb.cz;www.glnb.cz;;Mgr. Jiří Farný;C00;ANO;
600010830; 46773673;7;CZ0423;4205;Gymnázium Josefa Jungmanna, Litoměřice, Svojsíkova 1, příspěvková organizace;Gymnázium Josefa Jungmanna;Litoměřice – Gymnázium Josefa Jungmanna;Svojsíkova 1015/1a;Svojsíkova;1015;1a;Předměstí;41201;Litoměřice;Litoměřice;416 735 841;416 735 842;gjj@gjj.cz;;http://www.gjj.cz;4f5ycgg;RNDr. Bc. Radka Balounová, Ph.D.;C00;ANO;
600010805; 25040456;5;CZ0423;4205;Střední škola a Mateřská škola, o.p.s.;Střední škola a Mateřská škola, o.p.s.;Litoměřice – Střední škola a Mateřská škola, o.p.s.;Jarošova 494/23;Jarošova;494;23;Předměstí;41201;Litoměřice;Litoměřice;416 731 920;není;radek.srejbr@ssamsltm.cz;karolina.srejbrova@ssamsltm.cz;http://www.ssamsltm.cz;7rg2phv;Mgr. Ladislav Šrejbr;A00C00G11H22L11L13;ANO;
600012701; 62032348;7;CZ0533;5307;Gymnázium Aloise Jiráska, Litomyšl, T. G. Masaryka 590;Gymnázium Aloise Jiráska;Litomyšl – Gymnázium Aloise Jiráska;T. G. Masaryka 590;T. G. Masaryka;590;;Litomyšl-Město;57001;Litomyšl;Litomyšl;461 615 061;461 615 061;glit@glit.cz;;http://www.glit.cz;cdi5mgc;Mgr. Ivana Hynková;C00;ANO;
600017117; 00601772;7;CZ0712;7105;Gymnázium Jana Opletala, Litovel, Opletalova 189;Gymnázium Jana Opletala;Litovel – Gymnázium Jana Opletala;Opletalova 189/4;Opletalova;189;4;Litovel;78401;Litovel;Litovel;585 392 020;585 392 021;gjo@gjo.cz;reditel@gjo.cz;http://www.gjo.cz;k6sgihm;Mgr. Radim Lindner;C00;ANO;
600011062; 62208870;7;CZ0425;4206;Gymnázium T. G. Masaryka, Litvínov, Studentská 640, příspěvková organizace;Gymnázium T. G. Masaryka;Litvínov – Gymnázium T. G. Masaryka;Studentská 640;Studentská;640;;Horní Litvínov;43601;Litvínov;Litvínov;476 753 023;476 731 764;gymlit@gtgm.cz;gymlit@gtgm.cz;www.gtgm.cz;6zdwi5k;Mgr. Jan Novák;C00;ANO;
600010929; 61357235;7;CZ0424;4207;Gymnázium Václava Hlavatého, Louny, Poděbradova 661, příspěvková organizace;Gymnázium Václava Hlavatého;Louny – Gymnázium Václava Hlavatého;Poděbradova 661;Poděbradova;661;;Louny;44001;Louny;Louny;415 652 324;415 653 565;gvh@glouny.cz;syrovatko@glouny.cz;http://www.glouny.cz;7xdykhs;Mgr. Daniel Syrovátko;C00;ANO;
600010911; 46773720;7;CZ0423;4208;Gymnázium, Lovosice, Sady pionýrů 600, příspěvková organizace;Gymnázium;Lovosice – Gymnázium Sady pionýrů;Sady pionýrů 600/6;Sady pionýrů;600;6;Lovosice;41002;Lovosice;Lovosice;416 532 574;416 532 574;gymlovo@gymlovo.cz;;http://www.gymlovo.cz;rcqs59e;Mgr. Marek Bušek;C00;ANO;
600008991; 47723394;7;CZ0411;4105;Gymnázium a obchodní akademie Mariánské Lázně, příspěvková organizace;Gymnázium a obchodní akademie Mar. Lázně;Mariánské Lázně – Gymnázium a obchodní akademie Mar. Lázně;Ruská 355/7;Ruská;355;7;Mariánské Lázně;35301;Mariánské Lázně;Mariánské Lázně;354 624 166 ,736514073;354 602 526;"goaml@goaml.cz; pelc@goaml.cz";"tesarova@goaml.cz; jisa@goaml.cz";http://www.goaml.cz;;Mgr. Miloslav Pelc;C00;ANO;
600007316; 49518917;7;CZ0206;2114;Gymnázium Jana Palacha, Mělník, Pod Vrchem 3421;Gymnázium Jana Palacha;Mělník – Gymnázium Jana Palacha;Pod Vrchem 3421;Pod Vrchem;3421;;Mělník;27601;Mělník;Mělník;315 625 652;není;gjp@gjp-me.cz;;http://www.gjp-me.cz;897xgvq;PhDr. Ilona Němcová;C00L11;ANO;
600011119; 25014188;5;CZ0425;4206;Střední škola EDUCHEM, a.s.;Střední škola EDUCHEM, a.s.;Meziboří – Střední škola EDUCHEM, a.s.;Okružní 128;Okružní;128;;Meziboří;43513;Meziboří;Meziboří;474 526 258;není;info@educhem.cz;kripnerova@educhem.cz;http://www.educhem.cz;;Mgr. Helena Kripnerová;C00;ANO;
600014151; 60680377;7;CZ0644;6211;Gymnázium a střední odborná škola Mikulov, příspěvková organizace;Gymnázium a SOŠ;Mikulov – Gymnázium a SOŠ;Komenského 273/7;Komenského;273;7;Mikulov;69216;Mikulov;Mikulov;516 499 400;;skola@gssmikulov.cz;;www.gssmikulov.cz;irxv7mm;Mgr. Roman Pavlačka, Ph.D.;C00H22L11;ANO;
600008533; 60869046;7;CZ0314;3107;Gymnázium, Milevsko, Masarykova 183;Gymnázium;Milevsko – Gymnázium Masarykova;Masarykova 183;Masarykova;183;;Milevsko;39901;Milevsko;Milevsko;382 521 242;382 521 416;gym@gym.milevsko.cz;gymnasium@milevsko.cz;http://www.gymnazium.milevsko.cz;;Mgr. Petr Barda;C00;ANO;
600010007; 00828840;7;CZ0511;5101;Gymnázium, Mimoň, Letná 263, příspěvková organizace;Gymnázium, příspěvková organizace;Mimoň – Gymnázium, příspěvková organizace;Letná 263;Letná;263;;Mimoň IV;47124;Mimoň;Mimoň;487 862 883;není;gm@gymi.cz;netusilova@gymi.cz;http://www.gymi.cz;vrqkkhx;Mgr. Ivana Netušilová;C00L11;ANO;
600007502; 48683868;7;CZ0207;2115;Gymnázium Dr. Josefa Pekaře, Mladá Boleslav, Palackého 211;Gymnázium Dr. Josefa Pekaře;Mladá Boleslav – Gymnázium Dr. Josefa Pekaře;Palackého 211/3;Palackého;211;3;Mladá Boleslav II;29301;Mladá Boleslav;Mladá Boleslav;326 375 951;326 375 975;pekargmb@pekargmb.cz;;www.pekargmb.cz;arsjhws;Vlastimil Volf;C00L13;ANO;
600007413; 62486012;7;CZ0207;2115;Gymnázium, Mladá Boleslav, Palackého 191/1;Gymnázium;Mladá Boleslav – Gymnázium Palackého;Palackého 191/1;Palackého;191;1;Mladá Boleslav II;29301;Mladá Boleslav;Mladá Boleslav;326 321 515;326 321 515;sekretariat@g8mb.cz;pospisilova@g8mb.cz;www.g8mb.cz;kufydin;RNDr. Jana Pospíšilová;C00;ANO;
600007421; 48683906;7;CZ0207;2116;Gymnázium Mnichovo Hradiště, příspěvková organizace;Gymnázium;Mnichovo Hradiště – Gymnázium Studentská;Studentská 895;Studentská;895;;Mnichovo Hradiště;29501;Mnichovo Hradiště;Mnichovo Hradiště;326 771 601;326 771 214;gmh@gmh.cz;;http://www.gmh.cz;czjsggv;PhDr. Lenka Sosnovcová;C00;ANO;
600012760; 62033131;7;CZ0533;5308;Gymnázium a Letecká střední odborná škola Moravská Třebová;Gymnázium a Letecká SOŠ;Moravská Třebová – Gymnázium a Letecká SOŠ;Svitavská 310/16;Svitavská;310;16;Předměstí;57101;Moravská Třebová;Moravská Třebová;731 155 347;není;gymmt@gmt.cz;a.plocova@gmt.cz;http://www.gmt.cz;nun7hd5;RNDr. Alena Plocová;C00;ANO;
600015335; 60418427;7;CZ0634;6106;Gymnázium a Střední odborná škola, Moravské Budějovice, Tyršova 365;Gymnázium a SOŠ;Moravské Budějovice – Gymnázium a SOŠ Tyršova;Tyršova 365;Tyršova;365;;Moravské Budějovice;67602;Moravské Budějovice;Moravské Budějovice;568 408 051;568 408 050;skola@gymsosmb.cz;dubsky.frantisek@gymsosmb.cz;http://www.gymsosmb.cz;28gtrav;Mgr. František Dubský;C00L13;ANO;
600015726; 49438875;7;CZ0647;6212;Gymnázium Moravský Krumlov, příspěvková organizace;Gymnázium;Moravský Krumlov – Gymnázium Smetanova;Smetanova 168;Smetanova;168;;Moravský Krumlov;67201;Moravský Krumlov;Moravský Krumlov;515 322 234;515 322 234;gmk@mboxzn.cz;gym.mkrumlov@zn.orgman.cz;www.mkgym.cz;th3w9fy;Mgr. Dagmar Holá;C00;ANO;
600011054; 49872559;7;CZ0425;4209;Podkrušnohorské gymnázium, Most, příspěvková organizace;Podkrušnohorské gymnázium;Most – Podkrušnohorské gymnázium;Čsl. armády 1530/29;Čsl. armády;1530;29;Most;43401;Most;Most;476 441 974;476 441 874;director@gymmost.cz;karel.vacek@gymmost.cz;http://www.gymmost.cz;rensbzn;Mgr. Karel Vacek;C00;ANO;
600012271; 62028561;5;CZ0523;5209;ACADEMIA MERCURII soukromá střední škola, s.r.o.;ACADEMIA MERCURII soukromá SŠ, s.r.o.;Náchod – ACADEMIA MERCURII soukromá SŠ, s.r.o.;Smiřických 740;Smiřických;740;;Náchod;54701;Náchod;Náchod;491 426 893;491 426 893;djarolimova@amnachod.cz;ptackova@amnachod.cz;http://www.amnachod.cz;;Mgr. Dana Jarolímová;C00;ANO;
600012115; 48623687;7;CZ0523;5209;Jiráskovo gymnázium, Náchod, Řezníčkova 451;Jiráskovo gymnázium;Náchod – Jiráskovo gymnázium;Řezníčkova 451;Řezníčkova;451;;Náchod;54701;Náchod;Náchod;491 423 243;491 423 243;sekretariat@gymnachod.cz;reditel@gymnachod.cz;www.gymnachod.cz;;Pavel Škoda;C00;ANO;
600007308; 00474029;7;CZ0206;2117;Gymnázium Františka Palackého, Neratovice, Masarykova 450;Gymnázium Františka Palackého;Neratovice – Gymnázium Františka Palackého;Masarykova 450/14;Masarykova;450;14;Neratovice;27711;Neratovice;Neratovice;315 684 234;315 685 373;info@gfp.cz;sekretariat@gfp.cz;www.gfp.cz;uapxbif;Mgr. Aleš Jinoch;C00L11;ANO;
600012026; 60117001;7;CZ0522;5210;Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740;Gymnázium a SOŠ pedagogická;Nová Paka – Gymnázium a SOŠ pedagogická;Kumburská 740;Kumburská;740;;Nová Paka;50901;Nová Paka;Nová Paka;493 721 320;493 721 322;skola@gymnp.cz;;gymnp.cz;;Mgr. Pavel Matějovský;C00H22L11;ANO;
600015904; 48895512;7;CZ0635;6108;Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě;Gymnázium V.Makovského se sport. třídami;Nové Město na Moravě – Gymnázium V.Makovského se sport. třídami;Leandra Čecha 152;Leandra Čecha;152;;Nové Město na Moravě;59231;Nové Město na Moravě;Nové Město na Moravě;566 617 243;566 618 182;gynome@gynome.cz;madera@gynome.cz;http://www.gynome.cz/;zb2t4ja;Mgr. Jiří Maděra;C00;ANO;
600007961; 47019697;7;CZ020C;2121;Gymnázium J. A. Komenského, Nové Strašecí, Komenského nám. 209;Gymnázium J. A. Komenského;Nové Strašecí – Gymnázium J. A. Komenského;Komenského náměstí 209;Komenského náměstí;209;;Nové Strašecí;27101;Nové Strašecí;Nové Strašecí;313 572 402;není;skola@gym-ns.cz;gymn.novstra@iol.cz;www.gym-ns.cz;fisxb7w;Mgr. Richard Spiegl;C00;ANO;
600020347; 49864688;7;CZ0511;5106;Vyšší odborná škola sklářská a Střední škola, Nový Bor, Wolkerova 316, příspěvková organizace;VOŠ sklář. a SŠ, příspěvková organizace;Nový Bor – VOŠ sklář. a SŠ, příspěvková organizace;Wolkerova 316;Wolkerova;316;;Nový Bor;47301;Nový Bor;Nový Bor;487 712 211;487 712 228;info@glassschool.cz;;http://www.glassschool.cz;;Mgr. Jiří Janás;C00E00H22L13;ANO;
600011682; 62690221;7;CZ0521;5212;Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov;Gymnázium, SOŠ a VOŠ;Nový Bydžov – Gymnázium, SOŠ a VOŠ;Komenského 77;Komenského;77;;Nový Bydžov;50401;Nový Bydžov;Nový Bydžov;495 490 377;495 490 357;gym@gnb.cz;;http://www.gnb.cz;;Mgr. Lukáš Rosůlek;C00E00H22L13;ANO;
600016820; 00601675;7;CZ0804;8115;Gymnázium, Nový Jičín, příspěvková organizace;Gymnázium;Nový Jičín – Gymnázium Palackého;Palackého 1329/50;Palackého;1329;50;Nový Jičín;74101;Nový Jičín;Nový Jičín;556 701 044;není;reditelna@gnj.cz;;http://www.gnj.cz;nh4gmgj;Mgr. Zbyněk Kubičík;C00L11;ANO;
600007634; 61632210;7;CZ0208;2118;Gymnázium Bohumila Hrabala v Nymburce, příspěvková organizace;Gymnázium Bohumila Hrabala;Nymburk – Gymnázium Bohumila Hrabala;Komenského 779/10;Komenského;779;10;Nymburk;28802;Nymburk;Nymburk;325 512 747;není;gymnasium@gym-nymburk.cz;kuhn@gym-nymburk.cz;http://www.gym-nymburk.cz;qzvybba;RNDr. Jiří Kuhn;C00;ANO;
600017036; 61942839;6;CZ0712;7107;CÍRKEVNÍ GYMNÁZIUM NĚMECKÉHO ŘÁDU;CÍRKEVNÍ GYMNÁZIUM NĚMECKÉHO ŘÁDU;Olomouc – CÍRKEVNÍ GYMNÁZIUM NĚMECKÉHO ŘÁDU;Nešverova 693/1;Nešverova;693;1;Olomouc;77900;Olomouc;Olomouc;585 225 201;není;cgnr@cgnr.cz;;http://www.cgnr.cz;;Mgr. Ivan Luger;C00G22;ANO;
600016935; 00848956;7;CZ0712;7107;Gymnázium, Olomouc, Čajkovského 9;Gymnázium;Olomouc – Gymnázium Čajkovského;Čajkovského 68/9;Čajkovského;68;9;Nová Ulice;77900;Olomouc;Olomouc;585 412 493;585 438 638;skola@gcajkol.cz;;www.gcajkol.cz;9r4gyf7;Mgr. Radek Čapka;C00L13;ANO;
600016927; 00601799;7;CZ0712;7107;Gymnázium, Olomouc - Hejčín, Tomkova 45;Gymnázium;Olomouc – Gymnázium Tomkova;Tomkova 314/45;Tomkova;314;45;Hejčín;77900;Olomouc;Olomouc;585 711 113;585 711 170;mailbox@gytool.cz;pohanel@gytool.cz;www.gytool.cz;gd6fc9p;PhDr. Karel Goš;C00G22L11;ANO;
600016943; 00601781;7;CZ0712;7107;Slovanské gymnázium, Olomouc, tř. Jiřího z Poděbrad 13;Slovanské gymnázium;Olomouc – Slovanské gymnázium;Jiřího z Poděbrad 936/13;Jiřího z Poděbrad;936;13;Olomouc;77900;Olomouc;Olomouc;588 501 111;588 501 231;sgo@sgo.cz;"malinkova@sgo.cz; slouka@sgo.cz";http://www.sgo.cz;b57fdgu;RNDr. Radim Slouka;C00L13;ANO;
600016986; 00845337;7;CZ0712;7107;Střední škola logistiky a chemie, Olomouc, U Hradiska 29;Střední škola logistiky a chemie;Olomouc – Střední škola logistiky a chemie;U Hradiska 157/29;U Hradiska;157;29;Klášterní Hradisko;77900;Olomouc;Olomouc;585 556 112;není;info@sosol.cz;;http://www.sosol.cz;7y6gyke;PaedDr. Daruše Mádrová;C00H22L13;ANO;
600017311; 47813130;7;CZ0805;8117;Masarykova střední škola zemědělská a Vyšší odborná škola, Opava, příspěvková organizace;Masarykova SŠ zemědělská a VOŠ;Opava – Masarykova SŠ zemědělská a VOŠ;Purkyňova 1654/12;Purkyňova;1654;12;Předměstí;74601;Opava;Opava;553 760 500;není;info@zemedelka-opava.cz;;http://www.zemedelka-opava.cz;v8igmqx;Ing. Arnošt Klein;C00E00H22L11;ANO;
600017320; 47813113;7;CZ0805;8117;Mendelovo gymnázium, Opava, příspěvková organizace;Mendelovo gymnázium;Opava – Mendelovo gymnázium;Komenského 397/5;Komenského;397;5;Město;74601;Opava;Opava;555 557 400;553 611 396;gymnazium@mgo.opava.cz;;http://www.mgo.opava.cz;;Mgr. Monika Klapková;C00L11;ANO;
600017265; 47813075;7;CZ0805;8117;Slezské gymnázium, Opava, příspěvková organizace;Slezské gymnázium;Opava – Slezské gymnázium;Zámecký okruh 848/29;Zámecký okruh;848;29;Předměstí;74601;Opava;Opava;553 710 542;553 710 542;slezgym@slezgymopava.cz;hospodarka@slezgymopava.cz;http://www.slezgymopava.cz;iykfcep;Ing. Milada Pazderníková;C00L13;ANO;
600016536; 62331540;7;CZ0803;8118;Gymnázium a Obchodní akademie, Orlová, příspěvková organizace;Gymnázium a Obchodní akademie;Orlová – Gymnázium a Obchodní akademie;Masarykova třída 1313;Masarykova třída;1313;;Lutyně;73514;Orlová;Orlová;596 539 301;není;kancelar@goa-orlova.cz;goa@po-msk.cz;http://www.goa-orlova.cz;;Mgr. Pavel Kubínek;C00L11;ANO;
650078331; 26867940;5;CZ0803;8118;Gymnázium Jana Šabršuly s.r.o.;Gymnázium Jana Šabršuly s.r.o.;Orlová – Gymnázium Jana Šabršuly s.r.o.;Mládí 726;Mládí;726;;Lutyně;73514;Orlová;Orlová;777 193 881;není;gymnazium@linguistic.cz;;;tgf9b3m;Mgr. Jarmila Adamusová;C00;ANO;
650076991; 26844401;5;CZ0806;8119;1st International School of Ostrava - mezinárodní gymnázium, s.r.o.;1st IS of Ostrava - mez.gymnázium,s.r.o.;Ostrava – 1st IS of Ostrava - mez.gymnázium,s.r.o.;Gregorova 2582/3;Gregorova;2582;3;Moravská Ostrava;70200;Ostrava;Ostrava;725 078 334;není;info@is-ostrava.cz;helebrant@is-ostrava.cz;www.is-ostrava.cz;;Mgr. Ivo Helebrant;C00;ANO;
600017541; 00845388;6;CZ0806;8119;Biskupské gymnázium v Ostravě;Biskupské gymnázium v Ostravě;Ostrava – Biskupské gymnázium v Ostravě;Karla Pokorného 1284/2;Karla Pokorného;1284;2;Poruba;70800;Ostrava;Ostrava;596 784 458;596 784 458;sekretariat@b-g.cz;;www.b-g.cz;3j95mfk;Mgr. Jana Vylobová;C00L13;ANO;
600016366; 25380401;5;CZ0806;8119;Gymnázium EDUCAnet Ostrava s.r.o.;Gymnázium EDUCAnet Ostrava s.r.o.;Ostrava – Gymnázium EDUCAnet Ostrava s.r.o.;Mjr. Nováka 1455/34;Mjr. Nováka;1455;34;Hrabůvka;70030;Ostrava;Ostrava;596 719 337;596 719 337;ostrava@educanet.cz;;http://www.ostrava.educanet.cz;d2j23bz;PhDr. Ing. Mgr. Gabriela Bačová;C00F29;ANO;
600017451; 00842745;7;CZ0806;8119;Gymnázium, Ostrava-Hrabůvka, příspěvková organizace;Gymnázium;Ostrava – Gymnázium Františka Hajdy;Františka Hajdy 1429/34;Františka Hajdy;1429;34;Hrabůvka;70030;Ostrava;Ostrava;596 711 829;597 579 090;kancelar@ghrabuvka.cz;;http://www.ghrabuvka.cz;ehtfd7x;Mgr. Šárka Staníčková;C00;ANO;
600017494; 00842753;7;CZ0806;8119;Gymnázium Hladnov a Jazyková škola s právem státní jazykové zkoušky, Ostrava, příspěvková organizace;Gymnázium Hladnov a JŠ s právem SJZ;Ostrava – Gymnázium Hladnov a JŠ s právem SJZ;Hladnovská 1332/35;Hladnovská;1332;35;Slezská Ostrava;71000;Ostrava;Ostrava;596 241 073;596 248 122;gymnazium@hladnov.cz;jiri.ptasek@hladnov.cz;http://www.hladnov.cz;v2wyu8n;Mgr. Daniel Kašička;C00F20;ANO;
600017478; 00602159;7;CZ0806;8119;Gymnázium Olgy Havlové, Ostrava-Poruba, příspěvková organizace;Gymnázium Olgy Havlové;Ostrava – Gymnázium Olgy Havlové;Marie Majerové 1691/4;Marie Majerové;1691;4;Poruba;70800;Ostrava;Ostrava;595 693 821;595 693 820;reditel@gyohavl.cz;;http://www.gyohavl.cz;ek8fdex;Mgr. Jana Huvarová;C00L11;ANO;
600017486; 00842737;7;CZ0806;8119;Gymnázium, Ostrava-Zábřeh, Volgogradská 6a, příspěvková organizace;Gymnázium;Ostrava – Gymnázium Volgogradská;Volgogradská 2632/6a;Volgogradská;2632;6a;Zábřeh;70030;Ostrava;Ostrava;596 750 873;596 750 873;reditel@gyvolgova.cz;info@gyvolgova.cz;http://www.gvoz.cz;9swj2ba;RNDr. Jiří Chmela;C00;ANO;
691000565; 26829690;5;CZ0806;8119;Gymnázium, základní škola a mateřská škola Hello s.r.o.;Gymnázium, ZŠ a MŠ Hello s.r.o.;Ostrava – Gymnázium, ZŠ a MŠ Hello s.r.o.;Čs. exilu 491/23;Čs. exilu;491;23;Poruba;70800;Ostrava;Ostrava;737 253 317;není;klimova@gymnaziumhello.cz;skipalova@gymnaziumhello.cz;http://www.helloskola.cz;;PaedDr. Ivona Klímová;A00B00C00G21G22;ANO;
650077393; 26863782;5;CZ0806;8119;IUVENTAS - Soukromé gymnázium a Střední odborná škola s.r.o.;IUVENTAS-Soukr.gymnázium a SOŠ s.r.o.;Ostrava – IUVENTAS-Soukr.gymnázium a SOŠ s.r.o.;Kounicova 1320/2;Kounicova;1320;2;Moravská Ostrava;70200;Ostrava;Ostrava;596 239 253;596 239 253;iuventas@iuventas.cz;m.konkolova@seznam.cz;www.iuventas.cz;y4cc5dq;Ing. Lenka Zdražilová;C00L13;ANO;
600017591; 25364723;5;CZ0806;8119;Jazykové a humanitní GYMNÁZIUM PRIGO, s.r.o.;Jazyk.a hum. GYMNÁZIUM PRIGO, s.r.o.;Ostrava – Jazyk.a hum. GYMNÁZIUM PRIGO, s.r.o.;Mojmírovců 1002/42;Mojmírovců;1002;42;Mariánské Hory;70900;Ostrava;Ostrava;603 365 984;800 888 998;kucharova@sokrates.cz;kalocova@sokrates.cz;http://www.prigo.cz;;Ing. Natalie Uhrová, Ph.D.;C00;ANO;
600017443; 61989011;7;CZ0806;8119;Jazykové gymnázium Pavla Tigrida, Ostrava-Poruba, příspěvková organizace;Jazykové gymnázium Pavla Tigrida;Ostrava – Jazykové gymnázium Pavla Tigrida;Gustava Klimenta 493/3;Gustava Klimenta;493;3;Poruba;70800;Ostrava;Ostrava;596 912 198 ,774282284;596 910 081;mkochanova@jazgym.cz;profesor@jazgym.cz;www.jazgym.cz;5bdnnuz;Ing. Monika Kocháňová;C00;ANO;
600016447; 65142799;5;CZ0806;8119;Lékařské a přírodovědné GYMNÁZIUM PRIGO, s.r.o.;Lék. a přír. GYMNÁZIUM PRIGO, s.r.o.;Ostrava – Lék. a přír. GYMNÁZIUM PRIGO, s.r.o.;Mojmírovců 1002/42;Mojmírovců;1002;42;Mariánské Hory;70900;Ostrava;Ostrava;603 371 215;596 753 346;info@prigo.cz;kucharova@sokrates.cz;http://www.prigo.cz;;Ing. Natalie Uhrová, Ph.D.;C00;ANO;
600017508; 00842761;7;CZ0806;8119;Matiční gymnázium, Ostrava, příspěvková organizace;Matiční gymnázium;Ostrava – Matiční gymnázium;Dr. Šmerala 2565/25;Dr. Šmerala;2565;25;Moravská Ostrava;72804;Ostrava;Ostrava;596 116 239;596 116 237;info@mgo.cz;;www.mgo.cz;;Mgr. Ladislav Vasevič;C00;ANO;
600017532; 25378660;5;CZ0806;8119;Střední odborná škola umělecká a gymnázium, s.r.o.;SOŠ umělecká a gymnázium, s.r.o.;Ostrava – SOŠ umělecká a gymnázium, s.r.o.;Hulvácká 384/1;Hulvácká;384;1;Zábřeh;70030;Ostrava;Ostrava;596 786 690;596 786 690;skola@umelecka.cz;bohuslava.krupova@umelecka.cz;www.umelecka.cz;2mg45fu;Mgr. Hana Dvořáková;C00;ANO;
600017516; 00602060;7;CZ0806;8119;Sportovní gymnázium Dany a Emila Zátopkových, Ostrava, příspěvková organizace;Sportovní gymnázium D. a E. Zátopkových;Ostrava – Sportovní gymnázium D. a E. Zátopkových;Volgogradská 2631/6;Volgogradská;2631;6;Zábřeh;70030;Ostrava;Ostrava;596 752 248;596 752 215;sg@sportgym-ostrava.cz;;http://www.sportgym-ostrava.cz;5xcfck2;Mgr. Tomáš Pracný;C00H22L11;ANO;
